,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
620,29.0,Yes,Travel_Rarely,Research & Development,8.0,Other,2,Male,1,1,Laboratory Technician,1.0,2119.0,1,Yes,11,3,7
621,27.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
622,29.0,Yes,Travel_Rarely,Sales,23.0,Life Sciences,4,Female,2,3,Sales Executive,1.0,7336.0,1,No,13,3,11
623,,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Male,2,2,Sales Executive,1.0,9714.0,1,No,11,3,10
624,59.0,No,Travel_Rarely,Human Resources,,Medical,2,Male,3,1,Human Resources,3.0,2267.0,8,No,17,3,2
625,,Yes,Travel_Rarely,Sales,11.0,Marketing,3,Female,3,3,Sales Executive,4.0,7654.0,1,No,18,3,9
626,44.0,No,Travel_Frequently,Research & Development,2.0,Medical,2,Male,3,3,Manufacturing Director,3.0,10209.0,5,Yes,18,3,2
627,42.0,No,,Research & Development,29.0,Life Sciences,1,Female,3,2,Research Scientist,3.0,4556.0,2,No,11,3,5
628,34.0,No,Travel_Rarely,Sales,13.0,Medical,4,Male,3,3,Sales Executive,3.0,8628.0,1,No,18,3,8
629,33.0,No,Travel_Rarely,Human Resources,2.0,Human Resources,2,Male,3,1,Human Resources,3.0,3600.0,1,No,13,3,5
630,27.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
631,52.0,No,Travel_Rarely,Research & Development,6.0,Technical Degree,4,Male,3,2,Research Scientist,1.0,5577.0,3,Yes,12,3,10
632,50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
633,31.0,Yes,Travel_Frequently,Research & Development,1.0,Life Sciences,3,Female,4,3,Manufacturing Director,2.0,7446.0,1,No,11,3,10
634,35.0,No,Travel_Rarely,Research & Development,25.0,Medical,3,Female,3,3,Healthcare Representative,3.0,10388.0,1,Yes,11,3,16
635,30.0,Yes,Travel_Rarely,Research & Development,,Technical Degree,4,Female,3,1,Research Scientist,1.0,2657.0,5,Yes,11,3,5
636,29.0,No,Travel_Rarely,Research & Development,,Medical,2,Male,2,2,Manufacturing Director,4.0,5056.0,1,Yes,15,3,10
637,34.0,Yes,Travel_Frequently,Research & Development,9.0,Life Sciences,4,Male,3,2,Laboratory Technician,1.0,5346.0,4,No,17,3,7
638,30.0,No,Travel_Rarely,,,Life Sciences,2,Female,4,3,Research Director,1.0,,0,Yes,12,3,8
639,32.0,Yes,Travel_Rarely,,1.0,Life Sciences,1,Male,1,2,Sales Executive,2.0,6735.0,6,No,15,3,0
640,45.0,No,Travel_Rarely,Research & Development,20.0,Medical,2,Male,1,3,Healthcare Representative,1.0,,2,Yes,18,3,7
641,29.0,Yes,Travel_Rarely,Human Resources,13.0,Human Resources,1,Male,2,1,Human Resources,1.0,2335.0,4,Yes,15,3,2
642,51.0,No,Travel_Frequently,Sales,2.0,Marketing,2,Male,3,3,Sales Executive,,10596.0,2,No,11,3,4
643,33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
644,29.0,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,2,1,Research Scientist,1.0,2362.0,6,No,13,3,9
645,34.0,No,Travel_Rarely,,10.0,Life Sciences,2,Male,3,1,Laboratory Technician,2.0,2008.0,1,No,14,3,1
646,37.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,1,Female,1,2,Healthcare Representative,2.0,4777.0,5,No,15,3,1
647,30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
648,35.0,No,Travel_Rarely,,16.0,Marketing,3,Male,3,3,Sales Executive,2.0,8020.0,0,No,15,3,11
649,,Yes,Travel_Rarely,,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,2367.0,5,No,12,3,4
650,50.0,No,Travel_Frequently,Sales,12.0,Marketing,3,Female,3,3,Sales Executive,4.0,9208.0,4,No,11,3,2
651,29.0,Yes,Travel_Frequently,,13.0,Technical Degree,1,Female,3,2,Sales Executive,2.0,5765.0,5,No,11,3,5
652,34.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,3,Female,3,2,Healthcare Representative,4.0,6687.0,1,No,11,3,14
653,21.0,Yes,Travel_Rarely,Research & Development,,Other,4,Female,3,1,Research Scientist,4.0,2693.0,1,No,19,3,1
654,28.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Male,2,1,Research Scientist,2.0,3201.0,0,No,17,3,5
655,45.0,No,Travel_Rarely,Human Resources,24.0,Medical,2,Male,3,1,Human Resources,2.0,2177.0,1,No,16,3,6
656,28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,2596.0,1,No,15,3,1
657,28.0,No,Travel_Rarely,Research & Development,15.0,Life Sciences,1,Male,3,1,Laboratory Technician,3.0,2207.0,1,No,16,3,4
658,33.0,No,Travel_Rarely,,,Life Sciences,2,Male,3,2,Laboratory Technician,3.0,5207.0,1,Yes,12,3,15
659,21.0,No,Travel_Rarely,Research & Development,15.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,1232.0,1,No,14,3,0
660,50.0,Yes,Travel_Frequently,Sales,,Other,4,Male,3,2,Sales Executive,3.0,4728.0,3,Yes,14,3,0
661,44.0,No,Non-Travel,Research & Development,5.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,3162.0,3,No,14,3,5
662,27.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,2,Female,3,1,Research Scientist,3.0,2318.0,1,No,19,3,1
663,38.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,2,Male,3,1,Research Scientist,4.0,4771.0,2,No,19,3,5
664,20.0,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
665,39.0,Yes,Travel_Frequently,,2.0,Life Sciences,1,Male,3,4,Healthcare Representative,4.0,12169.0,7,No,11,3,18
666,28.0,Yes,Travel_Rarely,Research & Development,12.0,Life Sciences,3,Female,3,1,Laboratory Technician,4.0,,1,Yes,11,3,1
667,39.0,Yes,Travel_Rarely,Research & Development,23.0,Medical,3,Male,3,1,Research Scientist,1.0,3904.0,0,No,13,3,5
668,25.0,Yes,Travel_Rarely,Sales,19.0,Marketing,3,Male,2,1,Sales Representative,2.0,,1,Yes,18,3,1
669,56.0,No,Travel_Rarely,Research & Development,9.0,Medical,3,Male,3,4,Healthcare Representative,4.0,11103.0,7,No,11,3,10
670,,No,Travel_Rarely,Research & Development,,Medical,2,Female,3,1,Research Scientist,2.0,3936.0,1,No,11,3,8
671,35.0,Yes,Travel_Rarely,Sales,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
672,46.0,Yes,Travel_Rarely,Sales,9.0,Medical,3,Male,2,3,Sales Executive,4.0,9619.0,1,No,16,3,9
673,30.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Female,3,1,Research Scientist,3.0,2132.0,4,Yes,11,3,5
674,,No,Non-Travel,Research & Development,18.0,Life Sciences,4,Male,3,2,Manufacturing Director,4.0,6804.0,1,Yes,15,3,7
675,32.0,No,,Research & Development,2.0,Technical Degree,4,Male,2,2,Laboratory Technician,1.0,2176.0,4,No,13,3,6
676,29.0,No,Travel_Frequently,Research & Development,1.0,Life Sciences,4,Male,4,2,Healthcare Representative,3.0,6294.0,8,Yes,12,3,3
677,45.0,No,Travel_Frequently,Research & Development,7.0,Life Sciences,1,Male,4,2,Manufacturing Director,3.0,6434.0,4,No,17,3,3
678,27.0,No,Travel_Rarely,Research & Development,6.0,Medical,1,Female,2,1,Research Scientist,3.0,2187.0,0,No,12,3,5
679,34.0,No,Travel_Rarely,Research & Development,,Life Sciences,4,Male,3,3,Healthcare Representative,4.0,8500.0,0,No,11,3,9
680,30.0,Yes,Travel_Frequently,Human Resources,8.0,Human Resources,3,Female,2,1,Human Resources,4.0,2180.0,6,No,11,3,4
681,18.0,Yes,Non-Travel,Research & Development,8.0,Medical,3,Male,3,1,Laboratory Technician,3.0,,1,No,12,3,0
682,31.0,No,,,2.0,Human Resources,1,Male,2,2,Human Resources,1.0,6410.0,3,No,12,3,2
683,31.0,Yes,,Sales,2.0,Life Sciences,3,Female,2,1,Sales Representative,4.0,,7,No,14,3,1
684,36.0,No,Travel_Frequently,Research & Development,,Life Sciences,2,Male,2,2,Manufacturing Director,2.0,6499.0,1,No,13,3,6
685,28.0,No,Travel_Rarely,Sales,3.0,Medical,2,Female,3,1,Sales Representative,2.0,2856.0,1,No,19,3,1
686,29.0,Yes,,Human Resources,,Human Resources,1,Male,2,1,Human Resources,1.0,2335.0,4,Yes,15,3,2
687,,No,Travel_Rarely,Sales,2.0,Life Sciences,4,Female,2,1,Sales Representative,4.0,3294.0,1,Yes,18,3,3
688,46.0,No,Travel_Rarely,Research & Development,1.0,Medical,4,Male,3,3,Healthcare Representative,1.0,9396.0,7,No,16,3,4
689,36.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,2,Female,4,1,Laboratory Technician,4.0,3038.0,3,No,12,3,1
690,20.0,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
691,,Yes,Travel_Rarely,Research & Development,8.0,Life Sciences,1,Female,2,1,Research Scientist,2.0,1261.0,1,No,12,3,1
692,22.0,Yes,Travel_Frequently,Research & Development,3.0,Life Sciences,3,Male,2,1,Research Scientist,4.0,2853.0,0,Yes,11,3,0
693,36.0,No,Travel_Rarely,Sales,11.0,Marketing,2,Female,2,2,Sales Executive,4.0,6652.0,4,No,13,3,6
694,46.0,No,Travel_Frequently,Research & Development,1.0,Medical,3,Male,2,3,Healthcare Representative,1.0,10673.0,2,Yes,13,3,10
695,25.0,Yes,Travel_Rarely,,19.0,Marketing,3,Male,2,1,Sales Representative,2.0,2413.0,1,Yes,18,3,1
696,39.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,2,Manufacturing Director,3.0,,0,No,11,3,8
697,,No,Travel_Rarely,,2.0,Other,4,Male,3,2,Sales Executive,2.0,,0,No,19,3,8
698,36.0,No,Non-Travel,Sales,10.0,Medical,2,Male,3,3,Sales Executive,4.0,9980.0,1,No,14,3,10
699,34.0,Yes,Travel_Rarely,Research & Development,6.0,Medical,2,Male,3,1,Research Scientist,1.0,2960.0,2,No,11,3,4
700,39.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,2,Research Scientist,4.0,4108.0,7,No,13,3,7
701,28.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
702,36.0,Yes,Travel_Rarely,Research & Development,9.0,Medical,4,Male,2,1,Research Scientist,3.0,3388.0,0,Yes,17,3,1
703,44.0,No,Travel_Frequently,Sales,1.0,Marketing,1,Female,3,2,Sales Executive,3.0,,7,No,12,3,1
704,24.0,No,Travel_Frequently,Human Resources,10.0,Medical,1,Male,3,1,Human Resources,4.0,2145.0,0,No,14,3,2
705,52.0,No,Non-Travel,Sales,29.0,Life Sciences,1,Male,3,1,Sales Representative,4.0,3482.0,2,No,15,3,9
706,,Yes,Travel_Rarely,Research & Development,,Technical Degree,3,Female,2,1,Research Scientist,2.0,,5,No,16,3,2
707,,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Laboratory Technician,2.0,1393.0,1,No,12,3,1
708,46.0,No,Travel_Rarely,,10.0,Marketing,3,Female,2,3,Sales Executive,4.0,9071.0,2,Yes,19,3,3
709,37.0,Yes,Travel_Rarely,Research & Development,2.0,Other,4,Male,2,1,Laboratory Technician,3.0,2090.0,6,Yes,15,3,0
710,28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,2596.0,1,No,15,3,1
711,43.0,No,Travel_Rarely,Research & Development,27.0,Technical Degree,4,Male,4,1,Laboratory Technician,2.0,4876.0,5,No,12,3,6
712,56.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,1,3,Manufacturing Director,4.0,7260.0,4,No,11,3,6
713,27.0,No,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,3,1,Research Scientist,2.0,3058.0,0,Yes,16,3,5
714,31.0,Yes,Travel_Rarely,Research & Development,22.0,Medical,4,Male,3,2,Manufacturing Director,3.0,6179.0,1,Yes,15,3,10
715,42.0,No,Travel_Rarely,Sales,14.0,Medical,3,Female,2,2,Sales Executive,3.0,6244.0,7,No,17,3,5
716,31.0,No,Travel_Rarely,Sales,2.0,Life Sciences,1,Male,3,1,Sales Representative,3.0,3067.0,0,No,19,3,2
717,37.0,No,Travel_Frequently,Sales,21.0,Medical,3,Female,3,1,Sales Representative,4.0,2973.0,5,No,15,3,5
718,32.0,No,,Sales,6.0,Medical,2,Male,3,2,Sales Executive,3.0,5010.0,1,No,16,3,11
719,41.0,No,Travel_Frequently,Research & Development,22.0,Life Sciences,4,Female,3,2,Research Scientist,4.0,5467.0,3,Yes,14,3,6
720,27.0,No,Travel_Frequently,Research & Development,5.0,Life Sciences,4,Female,3,1,Laboratory Technician,4.0,2379.0,0,Yes,14,3,5
721,54.0,No,Travel_Rarely,Research & Development,10.0,Medical,3,Female,3,2,Manufacturing Director,1.0,4440.0,6,Yes,19,3,5
722,30.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Male,2,2,Sales Executive,1.0,9714.0,1,No,11,3,10
723,33.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,2500.0,0,No,14,3,3
724,58.0,No,Travel_Frequently,Research & Development,15.0,Life Sciences,1,Male,3,4,Research Director,3.0,15787.0,2,Yes,14,3,2
725,56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
726,,No,Travel_Frequently,Sales,5.0,Life Sciences,2,Male,3,2,Sales Executive,2.0,,1,No,14,3,10
727,31.0,Yes,Travel_Rarely,Sales,16.0,Marketing,1,Male,3,3,Sales Executive,3.0,8161.0,2,No,13,3,1
728,35.0,Yes,Travel_Rarely,Sales,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
729,21.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Female,2,1,Laboratory Technician,1.0,,1,No,13,3,1
730,50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
731,38.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Research Scientist,4.0,3944.0,5,Yes,11,3,3
732,31.0,Yes,Travel_Rarely,Sales,13.0,Medical,2,Male,3,2,Sales Executive,1.0,4233.0,2,No,17,3,3
733,27.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,2394.0,1,Yes,13,3,8
734,53.0,No,Travel_Rarely,Research & Development,13.0,Medical,4,Female,4,2,Manufacturing Director,1.0,4450.0,1,No,11,3,4
735,38.0,No,Travel_Rarely,Research & Development,25.0,Life Sciences,1,Female,2,3,Research Director,2.0,12061.0,3,No,17,3,10
736,46.0,No,Non-Travel,Research & Development,,Medical,3,Female,3,2,Manufacturing Director,3.0,,2,No,14,3,1
737,30.0,Yes,Travel_Rarely,Research & Development,3.0,Technical Degree,4,Female,3,1,Research Scientist,1.0,2657.0,5,Yes,11,3,5
738,39.0,No,,Human Resources,2.0,Life Sciences,4,Female,2,2,Human Resources,4.0,5204.0,8,No,11,3,5
739,31.0,No,Travel_Rarely,Sales,2.0,Life Sciences,2,Male,3,2,Sales Executive,,6582.0,4,Yes,13,3,6
740,37.0,No,Travel_Rarely,Sales,10.0,Life Sciences,4,Female,2,2,Sales Executive,4.0,6694.0,2,Yes,14,3,1
741,31.0,No,Travel_Rarely,Sales,7.0,Technical Degree,2,Male,4,2,Sales Executive,4.0,6929.0,4,No,11,3,8
742,51.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,2,3,Research Director,2.0,12490.0,5,No,16,3,10
743,29.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,1,Laboratory Technician,1.0,2319.0,1,Yes,11,3,1
744,47.0,No,Non-Travel,Research & Development,1.0,Medical,3,Female,3,3,Research Director,2.0,11957.0,0,No,18,3,13
745,36.0,No,Travel_Rarely,,,Life Sciences,4,Male,3,2,Laboratory Technician,2.0,5914.0,8,No,16,3,13
746,30.0,No,Travel_Rarely,Sales,16.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,5301.0,8,No,15,3,2
747,19.0,Yes,,Sales,22.0,Marketing,4,Male,3,1,Sales Representative,3.0,,1,Yes,19,3,0
748,,Yes,Travel_Frequently,Research & Development,8.0,Life Sciences,1,Male,1,3,Manufacturing Director,4.0,10650.0,2,No,15,3,4
749,37.0,No,Travel_Frequently,Research & Development,9.0,Medical,2,Male,3,1,Research Scientist,4.0,2326.0,1,Yes,12,3,4
750,34.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,3,Female,2,2,Research Scientist,2.0,4505.0,6,No,15,3,1
751,27.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Female,3,3,Manufacturing Director,1.0,7412.0,1,No,11,3,9
752,50.0,Yes,Travel_Frequently,,1.0,Life Sciences,2,Male,3,2,Sales Executive,3.0,6728.0,7,No,12,3,6
753,21.0,Yes,Travel_Rarely,,18.0,Other,4,Female,3,1,Research Scientist,4.0,2693.0,1,No,19,3,1
754,41.0,Yes,Travel_Frequently,Sales,4.0,Marketing,1,Male,3,2,Sales Executive,2.0,9355.0,1,No,18,3,8
755,29.0,No,Travel_Rarely,,27.0,Medical,2,Female,3,2,Healthcare Representative,3.0,4335.0,4,No,12,3,8
756,28.0,No,Travel_Rarely,Research & Development,9.0,Medical,3,Female,3,1,Research Scientist,3.0,2377.0,5,No,18,3,2
757,33.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,2,Healthcare Representative,4.0,6949.0,0,No,14,3,5
758,31.0,Yes,Travel_Frequently,Research & Development,20.0,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,9824.0,3,No,12,3,1
759,35.0,Yes,,Research & Development,25.0,Life Sciences,4,Female,3,1,Research Scientist,2.0,2022.0,1,Yes,19,3,10
760,37.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,1,Male,2,3,Sales Executive,3.0,10609.0,5,No,11,3,14
761,22.0,No,Travel_Rarely,Research & Development,11.0,Medical,1,Female,3,1,Research Scientist,2.0,2244.0,1,No,13,3,2
762,22.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
763,39.0,Yes,Travel_Rarely,Research & Development,23.0,Medical,3,Male,3,1,Research Scientist,1.0,3904.0,0,No,13,3,5
764,,No,Non-Travel,Research & Development,17.0,Life Sciences,4,Male,1,1,Research Scientist,3.0,2290.0,2,No,13,3,0
765,39.0,No,,Research & Development,19.0,Other,4,Male,3,2,Research Scientist,4.0,3902.0,8,No,14,3,2
766,44.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,4,1,Research Scientist,4.0,2011.0,1,No,13,3,10
767,,No,Travel_Rarely,Human Resources,1.0,Life Sciences,3,Female,3,1,Human Resources,4.0,3195.0,4,Yes,18,3,2
768,26.0,Yes,Travel_Rarely,Sales,,Technical Degree,4,Male,2,2,Sales Executive,1.0,5326.0,6,No,17,3,4
769,27.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,2394.0,1,Yes,13,3,8
770,35.0,No,Travel_Rarely,Sales,,Life Sciences,1,Female,3,1,Sales Representative,4.0,2572.0,1,No,16,3,3
771,56.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,2587.0,1,No,16,3,4
772,47.0,No,Travel_Frequently,Sales,4.0,Medical,2,Male,3,2,Sales Representative,3.0,2976.0,3,No,19,3,0
773,28.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
774,26.0,No,Travel_Rarely,Research & Development,6.0,Other,3,Female,2,1,Research Scientist,2.0,2368.0,1,No,19,3,5
775,43.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,1,2,Sales Executive,3.0,5346.0,8,No,13,3,4
776,23.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Male,3,1,Sales Representative,1.0,1790.0,1,No,19,3,1
777,30.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,2,2,Laboratory Technician,4.0,5126.0,1,Yes,12,3,10
778,,No,Travel_Rarely,Research & Development,18.0,Medical,2,Male,1,2,Healthcare Representative,4.0,5811.0,3,Yes,16,3,1
779,32.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,4,Male,3,1,Research Scientist,1.0,2439.0,1,No,14,3,4
780,26.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Male,3,1,Laboratory Technician,1.0,2867.0,0,No,13,3,7
781,39.0,Yes,,Research & Development,2.0,Life Sciences,1,Male,3,4,Healthcare Representative,4.0,12169.0,7,No,11,3,18
782,27.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,3,2,Manufacturing Director,4.0,4227.0,0,No,18,3,3
783,50.0,Yes,Travel_Rarely,Sales,28.0,Marketing,4,Male,2,3,Sales Executive,1.0,10854.0,4,Yes,13,3,3
784,26.0,Yes,Travel_Frequently,,5.0,Medical,3,Female,2,1,Research Scientist,3.0,2366.0,1,Yes,14,3,8
785,34.0,No,Travel_Frequently,Research & Development,10.0,Medical,4,Male,3,1,Research Scientist,3.0,3815.0,1,Yes,17,3,5
786,26.0,Yes,Travel_Frequently,Human Resources,17.0,Life Sciences,2,Female,3,1,Human Resources,3.0,2741.0,0,Yes,11,3,7
787,40.0,Yes,Travel_Rarely,Sales,25.0,Marketing,4,Male,2,3,Sales Executive,2.0,9094.0,2,Yes,12,3,5
788,33.0,No,,Research & Development,25.0,Life Sciences,4,Male,2,2,Manufacturing Director,2.0,4320.0,1,No,13,3,5
789,28.0,No,Travel_Rarely,Research & Development,19.0,Medical,4,Male,2,1,Laboratory Technician,1.0,3196.0,1,No,12,3,6
790,27.0,No,Travel_Rarely,,14.0,Life Sciences,1,Male,3,1,Research Scientist,1.0,2235.0,1,Yes,14,3,9
791,32.0,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,2,Laboratory Technician,3.0,4883.0,1,No,18,3,10
792,44.0,No,,Sales,28.0,Medical,4,Female,4,4,Sales Executive,4.0,13320.0,3,Yes,18,3,12
793,34.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Female,2,1,Research Scientist,4.0,2929.0,1,No,12,3,10
794,30.0,No,Travel_Rarely,Sales,12.0,Technical Degree,2,Female,3,2,Sales Executive,3.0,6577.0,0,No,11,3,5
795,22.0,Yes,Travel_Rarely,,8.0,Medical,3,Female,3,1,Laboratory Technician,1.0,2398.0,1,Yes,17,3,1
796,47.0,No,Travel_Rarely,Sales,14.0,Medical,3,Female,3,2,Sales Executive,3.0,4591.0,3,Yes,17,3,5
797,18.0,Yes,Travel_Rarely,Research & Development,3.0,Life Sciences,3,Male,3,1,Laboratory Technician,3.0,1420.0,1,No,13,3,0
798,55.0,No,Travel_Rarely,,,Life Sciences,1,Male,3,3,Sales Executive,4.0,10239.0,3,No,14,3,1
799,24.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,,1,No,13,3,1
800,31.0,Yes,Travel_Rarely,Sales,6.0,Life Sciences,2,Male,1,2,Sales Executive,3.0,6172.0,4,Yes,18,3,7
801,40.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,,8,No,19,3,1
802,35.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,2,3,Manufacturing Director,2.0,10274.0,2,No,18,3,7
803,37.0,No,Travel_Rarely,Sales,9.0,Marketing,2,Male,2,2,Sales Executive,2.0,4189.0,1,No,14,3,5
804,31.0,No,Travel_Rarely,Sales,5.0,Technical Degree,1,Male,3,2,Sales Executive,3.0,8346.0,1,No,19,3,5
805,26.0,No,Travel_Rarely,Sales,1.0,Life Sciences,3,Male,3,2,Sales Executive,3.0,5296.0,1,No,17,3,8
806,39.0,Yes,Travel_Rarely,Sales,,Technical Degree,4,Male,3,2,Sales Representative,4.0,2086.0,3,No,14,3,1
807,44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
808,45.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,3,2,Laboratory Technician,2.0,2348.0,8,No,18,3,17
809,28.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
810,30.0,No,Travel_Rarely,Sales,5.0,Marketing,4,Female,2,2,Sales Executive,3.0,6118.0,1,No,13,3,10
811,28.0,Yes,Non-Travel,Research & Development,24.0,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
812,29.0,Yes,,Research & Development,1.0,Technical Degree,3,Male,3,1,Research Scientist,3.0,,0,No,14,3,6
813,32.0,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Laboratory Technician,2.0,1393.0,1,No,12,3,1
814,28.0,Yes,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,,5,No,12,3,4
815,24.0,Yes,Travel_Rarely,Sales,1.0,Technical Degree,1,Female,3,1,Sales Representative,2.0,,1,Yes,16,3,5
816,34.0,No,Travel_Rarely,,3.0,Life Sciences,4,Female,1,2,Sales Executive,4.0,6029.0,5,No,12,3,2
817,,No,Travel_Rarely,Research & Development,5.0,Technical Degree,3,Male,3,1,Research Scientist,4.0,4821.0,0,Yes,12,3,5
818,30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
819,,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
820,41.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Female,3,2,Sales Executive,4.0,5993.0,8,Yes,11,3,6
821,50.0,Yes,Travel_Rarely,Sales,,Marketing,1,Male,2,1,Sales Representative,3.0,2683.0,1,Yes,14,3,3
822,48.0,No,Travel_Rarely,Sales,16.0,Life Sciences,3,Female,3,2,Sales Executive,3.0,6439.0,8,No,14,3,8
823,31.0,Yes,Travel_Frequently,Research & Development,,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,,3,No,12,3,1
824,44.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
825,,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Female,2,1,Research Scientist,2.0,1261.0,1,No,12,3,1
